date,IWM~open,IWM~high,IWM~low,IWM~close,IWM~volume
20190827,146.89869216430793,146.95826178805663,143.6422193993787,143.811,24565206.0
20190826,145.74694987417536,145.99515653268043,144.66476884309324,145.9753,19188188.0
20190823,148.14961353228355,149.03322937495702,143.89038660523963,144.3868,36977684.0
20190822,149.589209131507,149.99626810637872,148.070184176498,148.9538,12982210.0
20190821,149.5395784412821,149.56936324644235,148.71553216518154,149.3013,13794625.0
20190820,148.8445765471002,148.93393094870933,147.92124773047266,148.0801,13326668.0
20190819,149.24173710783987,149.80764843135947,148.87439116099378,149.0531,17031814.0
20190816,145.09176038484827,147.84189160331022,145.0619755702079,147.5639,23945306.0
20190815,145.56829450821363,145.61793585813456,143.75241392810503,144.4464,24281975.0
20190814,146.8887142465941,146.91849904840146,144.6747106455809,145.0222,28235762.0
20190813,147.27594406069076,150.70119690556996,146.61075002994608,149.1921,21952977.0
20190812,148.73542285598978,149.04319924665367,147.26603879733642,147.6036,17682793.0
20190809,150.99905566325853,151.05862528216704,148.95383208073298,149.5396,19313212.0
20190808,149.0729439491281,151.5351544119575,148.91409166120363,151.4458,19415553.0
20190807,146.85894245914812,148.63610245780873,145.6377654768283,148.2489,23952105.0
20190806,147.83189970540974,148.62616108730583,146.32280307980716,148.2886,24283346.0
20190805,148.70563210810812,148.83966375675675,145.15845970594594,146.9384,39221517.0
20190802,152.24997656966838,152.6471072552104,150.19482527198846,151.4855,30148305.0
20190801,155.75472230215829,157.03546931751896,152.4883209994167,153.1833,38070177.0
20190731,156.6482489780276,158.08784817322433,154.43424469851817,155.437,40445872.0
20190730,153.94774118094273,156.7078,153.60025176127724,156.7078,20743141.0
20190729,156.0624398398975,156.23122039065,154.48384527697723,155.0299,13192152.0
20190726,154.46402030534352,156.2858577989822,154.3845941475827,156.0724,14260262.0
20190725,156.05254510813592,156.11211472708547,153.97753671472708,154.2456,17902531.0
20190724,153.18330331934376,156.3206371613888,153.01452270125907,156.132,23823122.0
20190723,153.173312760181,153.6101565352295,152.4386209566904,153.5903,15493249.0
20190722,153.1335829255596,153.5902831858407,152.2996085372202,152.5776,14481912.0
20190719,153.82856588219997,154.31505095566249,152.7166,152.7166,17182646.0
20190718,152.97471925538105,153.89804797362805,152.62722995281493,153.6002,15746865.0
20190717,154.12643778628433,154.22572046973335,152.62726926620385,153.0244,14155079.0
20190716,154.01718907498065,155.07951352744135,153.56048884308166,154.1264,15152686.0
20190715,155.43699025049906,155.46677505956598,153.73925613368536,154.1761,12194256.0
20190712,154.02715795272562,155.54618303760165,153.76902297098198,154.9902,16678026.0
20190711,154.7717702666064,154.82141160673942,153.10878537215157,153.7988,14260840.0
20190710,155.07959838119098,155.43701614954713,153.73928174985548,154.5534,17325420.0
20190709,153.43146886743887,154.3150848069498,153.37189925353923,154.2853,12381583.0
20190708,155.08948339454864,155.35754664604679,153.7789519427798,154.0768,9735719.0
20190705,154.37463613096756,155.61566960684195,153.74915525912687,155.5561,14156687.0
20190703,154.4838343785998,155.21852613592733,154.05691889799053,155.1391,9115116.0
20190702,154.90085943925234,154.9976600660651,153.15348402191427,154.0371,19024616.0
20190701,156.40997092889174,156.89645617552853,154.1066122101217,154.9803,23151311.0
20190628,152.84571813504823,154.9008700450161,152.83578986495178,154.3846,35089883.0
20190627,150.15514365683785,152.66699576905552,150.15514365683785,152.528,22278430.0
20190626,150.6118442307692,151.12811423076923,149.6785869230769,149.7183,15726887.0
20190625,151.21747931194176,151.4061164406219,149.916875951042,150.0658,17462151.0
20190624,153.252745107838,153.30238644792212,150.90967385586532,150.9891,24002606.0
20190621,154.01723573238064,154.05694880805456,152.5081388567717,152.8457,19854435.0
20190620,154.93064849636167,155.09942908107413,153.33219707643764,154.1761,17595703.0
20190619,153.08395410843684,153.59277780958848,152.29962098861284,153.4513,15625008.0
20190618,152.17060795402898,154.0371228816311,151.16586693980915,152.9053,22100754.0
20190617,150.78065396741985,151.79830176037834,150.58208854440355,151.148,12509313.0
20190614,151.25386784419692,151.31322964476374,150.1062063665722,150.1161,16154767.0
20190613,150.6898840922454,151.55062993401714,150.25456435617693,151.4418,14839357.0
20190612,149.5718847560573,150.16550250214564,149.01784152637487,149.8588,11957587.0
20190611,151.2438996827495,151.6000703106411,148.9782587442168,149.6906,15373037.0
20190610,149.8390909719934,151.51111516309717,149.8390909719934,150.1359,18912302.0
20190607,148.75072487736975,149.89838594060717,148.42423509213842,149.2553,17107474.0
20190606,148.5231962082777,148.91894146862484,146.73244890520695,148.2066,20772463.0
20190605,149.15633680005325,149.28000715094214,147.02920676476464,148.5924,18184095.0
20190604,146.34662610548747,148.6914172349494,144.86634066755462,148.5628,21217585.0
20190603,144.57565281820044,145.63921832001094,143.78416221220195,144.8131,26554491.0
20190531,144.63498981900452,145.27807582613465,143.77424393253804,144.3085,25411311.0
20190530,147.16777783411075,147.98894930034479,145.47596674102616,146.3565,17739134.0
20190529,147.25678147498988,147.34582414048808,145.79252430901983,146.7621,22622297.0
20190528,149.4036953539675,150.0368876261782,147.9889063707467,147.9988,14042225.0
20190524,148.78046102526693,149.4829090059023,148.19673664699252,149.1861,16093125.0
20190523,149.45323689671332,149.45323689671332,146.99961563692352,147.801,26379401.0
20190522,151.59026074870516,151.9563252081558,150.38323739592212,150.9076,13922642.0
20190521,151.006458158887,152.40145983617214,150.95699001430245,152.1838,11659095.0
20190520,150.3139044340493,151.19443740940835,149.7994357293451,150.1655,18689812.0
20190517,152.18387611881707,153.61845302931172,151.03621459042137,151.2143,21534435.0
20190516,152.86651201935484,154.5138017903226,152.79725659354838,153.3513,13772117.0
20190515,150.77894443001819,152.76756436639835,150.4523556534017,152.4015,18410553.0
20190514,150.34360640875343,152.53009871043378,150.08637202032043,151.9068,15519159.0
20190513,152.05518762118314,152.38167738574163,149.55209942623492,150.0171,26936494.0
20190510,153.935055669774,155.16186631975484,152.03547788915847,154.9541,26544657.0
20190509,153.86572681989887,154.98370695947247,152.1046607593316,154.5286,25259925.0
20190508,155.58728167899974,156.40845326613933,154.98377003062006,155.0926,16113734.0
20190507,157.61546666666666,158.16951011235955,154.5880149812734,155.8544,25434464.0
20190506,156.49741204654345,159.39624513098127,156.32922036587638,159.0005,21262070.0
20190503,156.62611334330032,158.93132996947608,156.50738974023545,158.8225,20178822.0
20190502,154.97386033519552,156.46779885093957,154.02050990223464,155.8445,22715745.0
20190501,156.9822021429938,157.04443306575675,155.04305097263858,155.1222,17734287.0
20190430,157.45715234695814,157.49672687472363,155.29044695179735,156.6063,24127485.0
20190429,156.93276116456016,157.9122305476954,156.80414397283533,157.3384,13698861.0
20190426,155.29043432109685,156.80415988500664,154.7314441618753,156.5865,16999448.0
20190425,155.65653072408293,155.79751499681018,153.816314953748,155.0827,19365357.0
20190424,155.94338032392764,157.00199862710363,155.69603959888653,156.3787,18053139.0
20190423,153.7173017896808,156.36879415497876,153.70740816145207,155.8939,23396092.0
20190422,153.65794903047092,154.15263047091415,152.87635235457066,153.5788,15596772.0
20190418,154.44950073888464,154.61769249550247,153.0149239912619,153.9845,23276340.0
20190417,156.40843282511213,156.42822008968614,153.5491730941704,154.4396,17108477.0
20190416,156.03249176717026,156.22037186473275,155.31025653167447,155.8643,16782942.0
20190415,156.26990322580644,156.4183076923077,154.83532671629447,155.4982,10964045.0
20190412,156.44801347031964,156.47769436834093,155.43886293759513,156.0028,14120287.0
20190411,155.8444387753803,156.00273683406527,155.1419911399656,155.4388,12218698.0
20190410,153.82616563473394,155.68616815205644,153.67776117856462,155.6367,18938830.0
20190409,154.79579788659797,155.03324510309278,153.26228461340207,153.5492,18534152.0
20190408,155.18157201502035,155.82465790478614,154.40986894730142,155.4487,14202430.0
20190405,154.63748760960732,155.79504269919937,154.52865764391916,155.706,21378988.0
20190404,153.6283075936378,154.35054268214472,153.19298781426377,154.2615,15909543.0
20190403,154.08343067800982,154.48906960556846,153.0841738076824,153.5096,19554701.0
20190402,153.2226752202643,153.23256885203418,151.8743710826639,152.7181,18253472.0
20190401,152.64879944430086,153.2720980615146,152.08486260015508,153.1138,20075224.0
20190329,152.04532424064277,152.33223954536547,150.48213051146385,151.4616,28298935.0
20190328,150.17542860699777,151.3033025684707,149.32457632027257,150.9966,19473276.0
20190327,150.09631989158459,150.59100158656705,147.89003953196269,149.661,23477054.0
20190326,149.85884834057683,151.1944887001185,149.18608134465953,150.2447,21308588.0
20190325,147.89000944902847,149.71043771626296,146.8264440211605,148.6815,26454650.0
20190322,152.5597827830504,152.90111303635877,147.97903184734662,148.0285,40663039.0
20190321,151.10541786565338,154.3999968055645,151.10541786565338,153.6184,31844984.0
20190320,152.89618486232544,153.7668244551742,150.788841302362,151.6298,29463214.0
20190319,154.40039938048525,154.44973488642228,152.51578305369125,152.9006,18633096.0
20190318,152.99927002247193,154.3707970786517,152.42697815730338,153.6801,24510167.0
20190315,152.47635661023523,153.79854853321274,152.2790145321789,152.7033,22025850.0
20190314,152.8413905409783,152.95979574991904,152.1506934888241,152.2987,14217484.0
20190313,152.86119736740224,153.66043290747194,152.69345657504195,152.9204,24109137.0
20190312,152.34810131502235,152.9203934054544,151.75607501457537,152.3185,18966779.0
20190311,150.08847200077776,152.25923420182772,149.88126288158662,152.2395,20854536.0
20190308,148.83533202321289,149.74310519651806,148.6083887298866,149.6247,20466834.0
20190307,150.98639164029535,151.10479686181432,149.35831984440927,149.6642,26822483.0
20190306,153.94653070186902,154.0057333159064,150.8482605672461,150.9864,29604624.0
20190305,154.85427061763195,154.86413771783697,153.8872947975397,154.0057,16798163.0
20190304,156.43300835405904,156.66488521140235,153.52221376187742,154.726,23301820.0
20190301,155.85085408240644,156.23567100606672,154.66690068061172,156.137,19247143.0
20190228,155.00228011225923,155.3870970276821,154.2918488837862,154.6964,18155251.0
20190227,154.4103302631579,155.3477052631579,154.04524736842106,155.2293,18194872.0
20190226,155.91010644175685,156.0877143093571,154.80499082113303,155.0122,21497347.0
20190225,156.9658721537392,157.38029047348127,155.98902897149,156.0877,17957117.0
20190222,155.17989512488145,156.16660521024346,155.0121544103699,156.0482,20411817.0
20190221,155.04178148478857,155.27859194463932,153.98600151795395,154.7063,17497048.0
20190220,154.5780016392401,155.48577491581426,154.44972932841986,155.2983,18317389.0
20190219,153.48281844877113,155.0122197255027,153.48281844877113,154.5682,15856928.0
20190215,152.72303701190629,154.163634208168,152.21981470362311,154.1439,27240206.0
20190214,150.55221507446188,152.3184260128764,150.37460727059894,151.7264,18250979.0
20190213,151.3811,151.716581514796,150.67066855690263,151.3811,15534481.0
20190212,149.9010200405255,151.1541420484999,149.86303169618927,150.9568,20779904.0
20190211,148.29266479814692,149.14123550628725,147.64143611515553,149.0919,16374788.0
20190208,147.0789990657324,147.90783550216884,146.52644144144142,147.8585,13462999.0
20190207,147.92764342307436,148.70004042995524,146.41797630436236,147.7007,22850753.0
20190206,149.03273814351024,149.35835257404096,148.10523037169548,148.9242,13720569.0
20190205,149.00316183827422,149.58532106934888,148.24339470619378,149.1117,18295914.0
20190204,147.42439890037093,148.96366710386857,146.89650884340222,148.9538,21301684.0
20190201,147.365140702507,147.69075500737364,146.60537399115162,147.1974,17057872.0
20190131,145.6482704280156,147.3158104119147,145.56933362404402,147.079,27252906.0
20190130,145.02669745602162,146.36862362652232,143.74397391069013,145.8358,25516861.0
20190129,144.7602220930233,144.86876019151848,143.94125280437757,144.257,12084754.0
20190128,144.02024090071646,144.95761572159668,143.43808180143293,144.6024,22784746.0
20190125,144.6714685625085,145.67791309895478,144.4839935998371,145.3819,22266882.0
20190124,142.51052162645217,143.8228458926239,142.41185062899567,143.5367,16976334.0
20190123,143.38873136929462,144.23730217150762,141.55345033195022,142.6783,20621253.0
20190122,144.5135971034483,144.80961020689654,142.1356251724138,143.073,27741105.0
20190118,144.65170162220863,145.95415896287244,144.05967555827056,145.372,28306742.0
20190117,142.07645258177328,144.38535527669202,142.0567183707056,143.892,19273422.0
20190116,141.77056318848602,143.31979732867424,141.76237349141985,142.5994,20827343.0
20190115,140.75423171836877,141.73906732073894,140.20177259226213,141.5436,25678933.0
20190114,140.92192471001758,141.53368492091388,140.20162639718805,140.3595,29184961.0
20190111,141.10940426642537,142.0763801155345,140.78132317476337,141.7705,22428368.0
20190110,140.17209736842108,141.8100368421053,139.47153289473687,141.7311,22896774.0
20190109,140.32993700489854,141.48438804058782,139.73791083275017,141.0009,25764592.0
20190108,138.9287597544627,139.90560259648626,137.53749873703518,139.8464,27320946.0
20190107,135.43586484705207,138.50453408553622,134.92277545669464,137.7349,30477884.0
20190104,132.14025698666083,135.77135126466945,131.93304780231796,135.3668,35355270.0
20190103,132.13033863137997,132.85063694517956,129.90037398865786,130.4924,29294638.0
20190102,130.41349151938212,133.3736222189217,129.7918640724788,132.8704,27295132.0
20181231,131.94289215832708,132.2685065347274,130.04840851381627,132.1205,29173374.0
20181228,130.71935017311455,133.215726652115,129.79184270660843,131.0943,35994373.0
20181227,128.53876991243965,130.7194,126.17076351102054,130.7194,39527882.0
20181226,124.60178637156068,130.34444076404154,124.13803249450466,130.1767,40182691.0
20181224,126.03251416428346,126.76267982999683,124.16763158563712,124.2071,28575715.0
20181221,130.62070826517098,131.18313313079378,126.27918298667913,126.664,59404809.0
20181220,131.8540462478185,132.62367998330677,128.49923252902346,130.0385,57908060.0
20181219,134.98198925373134,136.8370048955224,131.4791671641791,132.2192,47676620.0
20181218,136.42256147606867,137.33033492144685,134.47874225063939,135.0313,42277225.0
20181217,137.81378141877096,139.00779915267844,134.3504294263611,135.199,36468455.0
20181214,139.36904289168618,140.84405569305167,137.76127893819782,138.2677,24037238.0
20181213,142.82055409399732,143.26305787630452,140.16553140015407,140.3917,23205437.0
20181212,142.46660052478938,144.31528363485705,142.3485994752106,142.4076,27894826.0
20181211,143.2532525060997,143.75475689090274,140.0180575531544,141.0604,29229335.0
20181210,141.86673908774375,142.30924295264623,139.09371486768802,141.2079,30776558.0
20181207,144.6889267185113,145.79026964310512,140.88339357728094,141.6209,28525063.0
20181206,143.02705200407607,144.7479,141.0407017459239,144.7479,37581207.0
20181204,151.18882015997832,151.56249008947938,144.6889300704989,145.0626,41077908.0
20181203,151.8181359488577,151.9066367082035,149.4876159527518,151.5133,23353435.0
20181130,148.93702294587865,150.31370214912857,148.5633528764251,150.0777,20304680.0
20181129,149.08446478298097,150.19564112494237,147.9339547651979,149.3008,15134471.0
20181128,146.71464004203887,149.8318344718865,145.23962690488702,149.704,26125946.0
20181127,146.69493853402437,147.23577655650533,145.8197642794642,146.0951,14461832.0
20181126,146.83266230558706,147.89477025198588,146.26232381015956,147.3145,15346405.0
20181123,144.37432368652378,146.81301271215096,144.36449026303336,145.4265,11134825.0
20181121,144.33492263730324,146.88177813281092,144.0890871647639,145.5641,17902261.0
20181120,144.7971109322556,145.95745450373312,143.1647631961093,143.5581,25906981.0
20181119,149.15332462716646,149.49749435039635,145.89846238747816,146.3803,21540887.0
20181116,148.10115499539293,149.75316973805448,147.560316835593,149.409,29323504.0
20181115,146.0164728196332,149.27133526850508,145.6624696529885,149.055,24481980.0
20181114,149.29102114419538,149.95969387755102,146.00665801271327,146.9605,24549050.0
20181113,149.0746088342743,150.53978803719693,147.78643114579873,148.0421,18468484.0
20181112,151.45429174336226,151.60179300139046,148.32726507316428,148.5141,21886776.0
20181109,153.40131619937694,153.4308164524922,150.40222213350205,151.5133,20654377.0
20181108,154.00122994458246,155.2697414484999,153.7357275367858,154.3749,14987739.0
20181107,152.7720484340258,154.7879,152.2213767867353,154.7879,22127752.0
20181106,151.09049146404556,152.52617071908952,150.96265700982931,152.064,15572913.0
20181105,151.47403475435402,152.08370692747596,149.81218641148948,151.3167,16940941.0
20181102,151.49301219292207,152.30987456493503,149.89724445811686,151.4347,26671569.0
20181101,148.37651018307378,151.21099418203138,148.29784280409146,150.9332,28496352.0
20181031,148.74031065786843,149.33031585682866,147.5308,147.5308,36785372.0
20181030,144.40377499499098,147.3931347225005,144.11860581045883,147.2358,29017208.0
20181029,146.64582180404992,148.12083509920228,142.6534524851708,144.2268,33031269.0
20181026,145.0823005288853,146.93098376729048,142.28960882831572,145.0233,36986059.0
20181025,144.2857464489303,147.32427269800817,143.97107706391253,146.6261,32311281.0
20181024,148.90751547790342,149.44835371017473,143.3909655087359,143.5188,40412447.0
20181023,148.41576056969538,150.34311027297903,146.43924378214427,149.1336,37228114.0
20181022,151.35597422727568,151.8771453963275,149.97929566751617,150.4808,28218316.0
20181019,152.88015121935314,153.75532543035993,150.19562807772562,150.8053,34214194.0
20181018,154.78785406451613,155.00418929032259,151.80193627741937,152.418,31042710.0
20181017,155.5457235761585,155.58427058198276,153.28826538047605,155.3287,24140149.0
20181016,152.69337034795765,156.21373527483613,151.47402607160868,155.9974,35569062.0
20181015,150.80529316987742,152.70314277745345,149.99895292209897,151.6018,32747562.0
20181012,152.96569989648438,153.16531828125002,149.3548688183594,151.0413,53492577.0
20181011,153.21448562870353,154.6944150354887,150.9527994920883,151.0118,68877446.0
20181010,158.14103628002044,158.30476269800715,153.75533163004602,153.952,46921777.0
20181009,158.92773706805633,160.02908012904027,158.2983981760655,158.5049,20620373.0
20181008,159.07523290075395,159.6947383512545,157.8755556791497,159.1244,21330667.0
20181005,161.02221340034532,161.42538352244696,157.98368735816476,159.4587,31240134.0
20181004,162.68411576631632,162.89061760571988,160.41259553287705,160.9141,29463003.0
20181003,162.42845968548534,163.9526400494065,161.76962043140327,163.2053,26027249.0
20181002,163.41181470856378,163.75598449522883,161.44513021333495,161.7893,28440336.0
20181001,166.46999276739012,166.4994930319245,163.00862839535864,163.5593,27897458.0
20180928,164.6606237614951,166.18480391575198,164.6606237614951,165.7423,22740288.0
20180927,165.56530288026664,165.88980576053322,164.96546422280412,165.2408,14471938.0
20180926,167.09935029459024,167.1976845206213,164.98516443492232,165.231,17787202.0
20180925,166.77031426807036,167.23124956772335,166.57417158736692,166.7507,13758483.0
20180924,166.97624952582905,167.2116207221535,165.5051795488013,166.4957,15786693.0
20180921,168.4375633802817,168.5062133333333,166.93707154929575,167.1136,32538964.0
20180920,167.0841933535802,167.99625709613363,166.5349936806448,167.9178,16918661.0
20180919,166.99584933687,167.77061279104035,165.80918632478628,166.378,17593518.0
20180918,166.52516462089622,167.41761397192693,166.3584433135608,166.9861,13018027.0
20180917,168.11392731776363,168.23161295116773,166.08385014154283,166.2898,20023209.0
20180914,167.47646469249622,168.6140924903723,167.11360065351852,168.0747,15734941.0
20180913,167.9766424938474,168.2316280557834,166.9763145200984,167.3686,14570480.0
20180912,167.49602125776576,167.79023524205834,166.0641798675419,167.3293,21572349.0
20180911,167.30969327018653,168.29040659533416,166.72126527509795,167.7314,14078385.0
20180910,167.94715666178624,168.3688633909224,167.1037432035139,167.4568,11066332.0
20180907,166.92726450686058,168.13844582209452,166.38640094787146,167.2509,17247965.0
20180906,168.84939838832562,169.15341949246908,167.13315021977377,167.3391,16647720.0
20180905,168.8592783281914,168.90831401129284,167.07437946329821,168.4768,15166068.0
20180904,169.45748528882436,169.78112074310593,167.8196937474601,168.9279,17923503.0
20180831,168.6434439949139,170.04586388856777,168.6336368627904,169.683,12240491.0
20180830,168.8494644116964,169.8890208517057,168.50621464376883,169.0358,14199577.0
20180829,168.7023574608696,169.43789267826088,168.14825426376814,169.1731,13157918.0
20180828,168.8396141395349,169.15344241860467,167.80005796511628,168.6827,13170323.0
20180827,168.79059263268158,169.60458479981378,168.31004304003724,168.5258,15880417.0
20180824,167.84908613555567,168.46693553237367,167.72159340287897,168.2806,11894458.0
20180823,167.79030689089416,168.21201378178836,166.89295385561937,167.3686,12945761.0
20180822,167.29987916228532,168.1825211181213,167.13315790396072,167.8785,14329156.0
20180821,165.87784448348557,168.05502796907942,165.8582302178496,167.4666,20661194.0
20180820,165.5541928681436,165.91705674683095,164.5930939462149,165.564,12547301.0
20180817,164.24007221265222,165.22078560736563,163.710486979507,165.1031,15106680.0
20180816,163.64185062339678,164.92658527709835,163.47512933245838,164.397,15484737.0
20180815,164.46564868444818,164.58333430068035,161.96482933951472,162.8867,27479910.0
20180814,163.69087966706303,165.3482853745541,163.6712653983353,164.956,17683090.0
20180813,164.50484882617832,164.80886994896426,162.6807220894626,163.3378,20518282.0
20180810,163.82815761356176,165.41200960126545,163.7398934161046,164.2989,20521940.0
20180809,164.41665020833332,165.4562067202381,164.31857883928572,164.7599,10437762.0
20180808,164.4852069702214,164.74509595094588,163.27892981440593,164.3381,14792590.0
20180807,164.652021327212,165.24368589607678,164.36761435726208,164.4853,15045699.0
20180806,163.06325071718862,164.27933558450871,162.70038668419795,164.093,16288797.0
20180803,163.92624217200554,164.44592219430257,162.41594356031015,163.1809,21735100.0
20180802,161.77846626340062,163.98507119242979,161.7588519973648,163.7497,18292169.0
20180801,162.50425717905404,163.03384256756758,161.32249719172296,162.5631,17942577.0
20180731,161.35674429975282,163.40643490685477,161.21944445047325,162.6709,23567270.0
20180730,162.06284881242388,162.8179979415347,160.90560728989036,161.0331,20093717.0
20180727,165.25021148493283,165.46596843761347,161.6117646920005,162.0727,28782611.0
20180726,164.42637224465557,166.09848822149644,164.27926526722086,165.1521,20944208.0
20180725,163.72030047761194,164.2695,162.93572973134326,164.2695,18418151.0
20180724,166.1819269279166,166.48104458925042,163.01422185870933,163.6713,25831306.0
